;Tarih;TP_DK_CNY_S
3363;04-06-2021;1.3591
3364;05-06-2021;
3365;06-06-2021;
3366;07-06-2021;1.3647
3367;08-06-2021;1.3575
3368;09-06-2021;1.353
3369;10-06-2021;1.3521
3370;11-06-2021;1.3449
3371;12-06-2021;
3372;13-06-2021;
3373;14-06-2021;1.317
3374;15-06-2021;1.3126
3375;16-06-2021;1.3452
3376;17-06-2021;1.3418
3377;18-06-2021;1.3505
3378;19-06-2021;
3379;20-06-2021;
3380;21-06-2021;1.3553
3381;22-06-2021;1.363
3382;23-06-2021;1.3571
3383;24-06-2021;1.3393
3384;25-06-2021;1.3481
3385;26-06-2021;
3386;27-06-2021;
3387;28-06-2021;1.3543
3388;29-06-2021;1.3608
3389;30-06-2021;1.3578
3390;01-07-2021;1.3542
3391;02-07-2021;1.3521
3392;03-07-2021;
3393;04-07-2021;
3394;05-07-2021;1.3491
3395;06-07-2021;1.3511
3396;07-07-2021;1.3484
3397;08-07-2021;1.3504
3398;09-07-2021;1.3497
3399;10-07-2021;
3400;11-07-2021;
3401;12-07-2021;1.347
3402;13-07-2021;1.343
3403;14-07-2021;1.3404
3404;15-07-2021;
3405;16-07-2021;1.3409
3406;17-07-2021;
3407;18-07-2021;
3408;19-07-2021;1.3254
3409;20-07-2021;
3410;21-07-2021;
3411;22-07-2021;
3412;23-07-2021;
3413;24-07-2021;
3414;25-07-2021;
3415;26-07-2021;1.3254
3416;27-07-2021;1.3321
3417;28-07-2021;1.3269
3418;29-07-2021;1.3243
3419;30-07-2021;1.3247
3420;31-07-2021;
3421;01-08-2021;
3422;02-08-2021;1.3122
3423;03-08-2021;1.3072
3424;04-08-2021;1.297
3425;05-08-2021;1.3127
3426;06-08-2021;1.3292
3427;07-08-2021;
3428;08-08-2021;
3429;09-08-2021;1.3338
3430;10-08-2021;1.3441
3431;11-08-2021;1.34
3432;12-08-2021;1.3397
3433;13-08-2021;1.3334
3434;14-08-2021;
3435;15-08-2021;
3436;16-08-2021;1.3269
3437;17-08-2021;1.3172
3438;18-08-2021;1.3079
3439;19-08-2021;1.3155
3440;20-08-2021;1.3206
3441;21-08-2021;
3442;22-08-2021;
3443;23-08-2021;1.3215
3444;24-08-2021;1.3131
3445;25-08-2021;1.3083
3446;26-08-2021;1.3035
3447;27-08-2021;1.2987
3448;28-08-2021;
3449;29-08-2021;
3450;30-08-2021;
3451;31-08-2021;1.3022
3452;01-09-2021;1.2946
3453;02-09-2021;1.2914
3454;03-09-2021;1.2887
3455;04-09-2021;
3456;05-09-2021;
3457;06-09-2021;1.2948
3458;07-09-2021;1.2915
3459;08-09-2021;1.2937
3460;09-09-2021;1.3109
3461;10-09-2021;1.3209
3462;11-09-2021;
3463;12-09-2021;
3464;13-09-2021;1.3148
3465;14-09-2021;1.3178
3466;15-09-2021;1.3178
3467;16-09-2021;1.3193
3468;17-09-2021;1.3193
3469;18-09-2021;
3470;19-09-2021;
3471;20-09-2021;1.3373
3472;21-09-2021;1.3499
3473;22-09-2021;1.3445
3474;23-09-2021;1.3451
3475;24-09-2021;1.3503
3476;25-09-2021;
3477;26-09-2021;
3478;27-09-2021;1.3752
3479;28-09-2021;1.3776
3480;29-09-2021;1.3819
3481;30-09-2021;1.3777
3482;01-10-2021;1.3838
3483;02-10-2021;
3484;03-10-2021;
3485;04-10-2021;1.3825
3486;05-10-2021;1.3833
3487;06-10-2021;1.3821
3488;07-10-2021;1.3918
3489;08-10-2021;1.3847
3490;09-10-2021;
3491;10-10-2021;
3492;11-10-2021;1.3902
3493;12-10-2021;1.3974
3494;13-10-2021;1.4051
3495;14-10-2021;1.4102
3496;15-10-2021;1.4308
3497;16-10-2021;
3498;17-10-2021;
3499;18-10-2021;1.441
3500;19-10-2021;1.4513
3501;20-10-2021;1.4626
3502;21-10-2021;1.4674
3503;22-10-2021;1.462
3504;23-10-2021;
3505;24-10-2021;
3506;25-10-2021;1.5111
3507;26-10-2021;1.5362
3508;27-10-2021;1.4929
3509;28-10-2021;1.4946
3510;29-10-2021;
3511;30-10-2021;
3512;31-10-2021;
3513;01-11-2021;1.4946
3514;02-11-2021;1.5001
3515;03-11-2021;1.4986
3516;04-11-2021;1.5208
3517;05-11-2021;1.5257
3518;06-11-2021;
3519;07-11-2021;
3520;08-11-2021;1.5265
3521;09-11-2021;1.5253
3522;10-11-2021;1.5292
3523;11-11-2021;1.5417
3524;12-11-2021;1.5607
3525;13-11-2021;
3526;14-11-2021;
3527;15-11-2021;1.5636
3528;16-11-2021;1.5753
3529;17-11-2021;1.6048
3530;18-11-2021;1.6415
3531;19-11-2021;1.6885
3532;20-11-2021;
3533;21-11-2021;
3534;22-11-2021;1.7395
3535;23-11-2021;1.7636
3536;24-11-2021;1.9174
3537;25-11-2021;1.9883
3538;26-11-2021;1.8928
3539;27-11-2021;
3540;28-11-2021;
3541;29-11-2021;1.9042
3542;30-11-2021;1.998
3543;01-12-2021;2.0458
3544;02-12-2021;2.1094
3545;03-12-2021;2.1189
3546;04-12-2021;
3547;05-12-2021;
3548;06-12-2021;2.1632
3549;07-12-2021;2.1768
3550;08-12-2021;2.1622
3551;09-12-2021;2.161
3552;10-12-2021;2.1802
3553;11-12-2021;
3554;12-12-2021;
3555;13-12-2021;2.1887
3556;14-12-2021;2.2552
3557;15-12-2021;2.2443
3558;16-12-2021;2.3163
3559;17-12-2021;2.4067
3560;18-12-2021;
3561;19-12-2021;
3562;20-12-2021;2.5813
3563;21-12-2021;2.7604
3564;22-12-2021;2.0591
3565;23-12-2021;1.969
3566;24-12-2021;1.8108
3567;25-12-2021;
3568;26-12-2021;
3569;27-12-2021;1.8551
3570;28-12-2021;1.8007
3571;29-12-2021;1.8709
3572;30-12-2021;1.9329
3573;31-12-2021;2.0515
3574;01-01-2022;
3575;02-01-2022;
3576;03-01-2022;2.1112
3577;04-01-2022;2.1273
3578;05-01-2022;2.0841
3579;06-01-2022;2.1145
3580;07-01-2022;2.1542
3581;08-01-2022;
3582;09-01-2022;
3583;10-01-2022;2.1731
3584;11-01-2022;2.1687
3585;12-01-2022;2.1706
3586;13-01-2022;2.1716
3587;14-01-2022;2.1444
3588;15-01-2022;
3589;16-01-2022;
3590;17-01-2022;2.1425
3591;18-01-2022;2.1391
3592;19-01-2022;2.1433
3593;20-01-2022;2.1533
3594;21-01-2022;2.1348
3595;22-01-2022;
3596;23-01-2022;
3597;24-01-2022;2.1293
3598;25-01-2022;2.1306
3599;26-01-2022;2.1491
3600;27-01-2022;2.1515
3601;28-01-2022;2.1528
3602;29-01-2022;
3603;30-01-2022;
3604;31-01-2022;2.1548
3605;01-02-2022;2.1224
3606;02-02-2022;2.117
3607;03-02-2022;2.1267
3608;04-02-2022;2.1466
3609;05-02-2022;
3610;06-02-2022;
3611;07-02-2022;2.1434
3612;08-02-2022;2.1454
3613;09-02-2022;2.1545
3614;10-02-2022;2.1482
3615;11-02-2022;2.1442
3616;12-02-2022;
3617;13-02-2022;
3618;14-02-2022;2.1374
3619;15-02-2022;2.1445
3620;16-02-2022;2.158
3621;17-02-2022;2.1645
3622;18-02-2022;2.1626
3623;19-02-2022;
3624;20-02-2022;
3625;21-02-2022;2.1669
3626;22-02-2022;2.1651
3627;23-02-2022;2.1859
3628;24-02-2022;2.1976
3629;25-02-2022;2.2676
3630;26-02-2022;
3631;27-02-2022;
3632;28-02-2022;2.2393
3633;01-03-2022;2.2082
3634;02-03-2022;2.2158
3635;03-03-2022;2.2396
3636;04-03-2022;2.2497
3637;05-03-2022;
3638;06-03-2022;
3639;07-03-2022;2.2603
3640;08-03-2022;2.2798
3641;09-03-2022;2.3081
3642;10-03-2022;2.3293
3643;11-03-2022;2.3492
3644;12-03-2022;
3645;13-03-2022;
3646;14-03-2022;2.3725
3647;15-03-2022;2.3381
3648;16-03-2022;2.3298
3649;17-03-2022;2.3286
3650;18-03-2022;2.3274
3651;19-03-2022;
3652;20-03-2022;
3653;21-03-2022;2.3381
3654;22-03-2022;2.3473
3655;23-03-2022;2.3439
3656;24-03-2022;2.3405
3657;25-03-2022;2.3442
3658;26-03-2022;
3659;27-03-2022;
3660;28-03-2022;2.3442
3661;29-03-2022;2.3439
3662;30-03-2022;2.3398
3663;31-03-2022;2.3226
3664;01-04-2022;2.3248
3665;02-04-2022;
3666;03-04-2022;
3667;04-04-2022;2.3223
3668;05-04-2022;2.3251
3669;06-04-2022;2.3266
3670;07-04-2022;2.3299
3671;08-04-2022;2.3321
3672;09-04-2022;
3673;10-04-2022;
3674;11-04-2022;2.3306
3675;12-04-2022;2.3274
3676;13-04-2022;2.3191
3677;14-04-2022;2.3039
3678;15-04-2022;2.3076
3679;16-04-2022;
3680;17-04-2022;
3681;18-04-2022;2.3114
3682;19-04-2022;2.3134
3683;20-04-2022;2.3107
3684;21-04-2022;2.3007
3685;22-04-2022;2.2907
3686;23-04-2022;
3687;24-04-2022;
3688;25-04-2022;2.2832
3689;26-04-2022;2.2645
3690;27-04-2022;2.2723
3691;28-04-2022;2.274
3692;29-04-2022;2.2522
3693;30-04-2022;
3694;01-05-2022;
3695;02-05-2022;
3696;03-05-2022;
3697;04-05-2022;
3698;05-05-2022;2.26
3699;06-05-2022;2.2576
3700;07-05-2022;
3701;08-05-2022;
3702;09-05-2022;2.2475
3703;10-05-2022;2.243
3704;11-05-2022;2.2774
3705;12-05-2022;2.2911
3706;13-05-2022;2.2793
3707;14-05-2022;
3708;15-05-2022;
3709;16-05-2022;2.2905
3710;17-05-2022;2.3073
3711;18-05-2022;2.3576
3712;19-05-2022;
3713;20-05-2022;2.3774
3714;21-05-2022;
3715;22-05-2022;
3716;23-05-2022;2.4033
3717;24-05-2022;2.3987
3718;25-05-2022;2.429
3719;26-05-2022;2.4545
3720;27-05-2022;2.4495
3721;28-05-2022;
3722;29-05-2022;
3723;30-05-2022;2.4516
3724;31-05-2022;2.4738
3725;01-06-2022;2.4787
3726;02-06-2022;2.472
3727;03-06-2022;2.4815
3728;04-06-2022;
3729;05-06-2022;
3730;06-06-2022;2.4922
3731;07-06-2022;2.5103
3732;08-06-2022;2.5241
3733;09-06-2022;2.5759
3734;10-06-2022;2.595
3735;11-06-2022;
3736;12-06-2022;
3737;13-06-2022;2.568
3738;14-06-2022;2.5782
3739;15-06-2022;2.5791
3740;16-06-2022;2.5891
3741;17-06-2022;2.5944
3742;18-06-2022;
3743;19-06-2022;
3744;20-06-2022;2.5991
3745;21-06-2022;2.608
3746;22-06-2022;2.6049
3747;23-06-2022;2.5993
3748;24-06-2022;2.6058
3749;25-06-2022;
3750;26-06-2022;
3751;27-06-2022;2.6099
3752;28-06-2022;2.5072
3753;29-06-2022;2.5033
3754;30-06-2022;2.5064
3755;01-07-2022;2.5062
3756;02-07-2022;
3757;03-07-2022;
3758;04-07-2022;2.5126
3759;05-07-2022;2.5276
3760;06-07-2022;2.546
3761;07-07-2022;2.5812
3762;08-07-2022;2.5933
3763;09-07-2022;
3764;10-07-2022;
3765;11-07-2022;
3766;12-07-2022;
3767;13-07-2022;2.5933
3768;14-07-2022;2.6062
3769;15-07-2022;
3770;16-07-2022;
3771;17-07-2022;
3772;18-07-2022;2.608
3773;19-07-2022;2.6105
3774;20-07-2022;2.621
3775;21-07-2022;2.6198
3776;22-07-2022;2.6245
3777;23-07-2022;
3778;24-07-2022;
3779;25-07-2022;2.6376
3780;26-07-2022;2.6568
3781;27-07-2022;2.6581
3782;28-07-2022;2.6649
3783;29-07-2022;2.6735
3784;30-07-2022;
3785;31-07-2022;
3786;01-08-2022;2.6765
3787;02-08-2022;2.6743
3788;03-08-2022;2.6723
3789;04-08-2022;2.6753
3790;05-08-2022;2.6743
3791;06-08-2022;
3792;07-08-2022;
3793;08-08-2022;2.6772
3794;09-08-2022;2.673
3795;10-08-2022;2.6749
3796;11-08-2022;2.6737
3797;12-08-2022;2.6813
3798;13-08-2022;
3799;14-08-2022;
3800;15-08-2022;2.6813
3801;16-08-2022;2.6706
3802;17-08-2022;2.6622
3803;18-08-2022;2.6667
3804;19-08-2022;2.6653
3805;20-08-2022;
3806;21-08-2022;
3807;22-08-2022;2.6737
3808;23-08-2022;2.6666
3809;24-08-2022;2.6613
3810;25-08-2022;2.6587
3811;26-08-2022;2.6687
3812;27-08-2022;
3813;28-08-2022;
3814;29-08-2022;2.6653
3815;30-08-2022;
3816;31-08-2022;2.6451
3817;01-09-2022;2.6542
3818;02-09-2022;2.6546
3819;03-09-2022;
3820;04-09-2022;
3821;05-09-2022;2.6551
3822;06-09-2022;2.6445
3823;07-09-2022;2.6379
3824;08-09-2022;2.6312
3825;09-09-2022;2.6383
3826;10-09-2022;
3827;11-09-2022;
3828;12-09-2022;2.6511
3829;13-09-2022;2.6498
3830;14-09-2022;2.6497
3831;15-09-2022;2.6383
3832;16-09-2022;2.6329
3833;17-09-2022;
3834;18-09-2022;
3835;19-09-2022;2.6204
3836;20-09-2022;2.6229
3837;21-09-2022;2.6258
3838;22-09-2022;2.6148
3839;23-09-2022;2.6097
3840;24-09-2022;
3841;25-09-2022;
3842;26-09-2022;2.6016
3843;27-09-2022;2.5929
3844;28-09-2022;2.5942
3845;29-09-2022;2.5729
3846;30-09-2022;2.5997
3847;01-10-2022;
3848;02-10-2022;
3849;03-10-2022;2.6261
3850;04-10-2022;2.6247
3851;05-10-2022;2.6254
3852;06-10-2022;2.6268
3853;07-10-2022;2.6274
3854;08-10-2022;
3855;09-10-2022;
3856;10-10-2022;2.6274
3857;11-10-2022;2.6185
3858;12-10-2022;2.6052
3859;13-10-2022;2.609
3860;14-10-2022;2.602
3861;15-10-2022;
3862;16-10-2022;
3863;17-10-2022;2.6006
3864;18-10-2022;2.597
3865;19-10-2022;2.5991
3866;20-10-2022;2.5892
3867;21-10-2022;2.5875
3868;22-10-2022;
3869;23-10-2022;
3870;24-10-2022;2.582
3871;25-10-2022;2.5784
3872;26-10-2022;2.5616
3873;27-10-2022;2.6013
3874;28-10-2022;2.5903
3875;29-10-2022;
3876;30-10-2022;
3877;31-10-2022;2.5903
3878;01-11-2022;2.5673
3879;02-11-2022;2.5758
3880;03-11-2022;2.5742
3881;04-11-2022;2.5611
3882;05-11-2022;
3883;06-11-2022;
3884;07-11-2022;2.5816
3885;08-11-2022;2.589
3886;09-11-2022;2.5797
3887;10-11-2022;2.5829
3888;11-11-2022;2.5814
3889;12-11-2022;
3890;13-11-2022;
3891;14-11-2022;2.6217
3892;15-11-2022;2.6541
3893;16-11-2022;2.6602
3894;17-11-2022;2.646
3895;18-11-2022;2.6244
3896;19-11-2022;
3897;20-11-2022;
3898;21-11-2022;2.6307
3899;22-11-2022;2.615
3900;23-11-2022;2.6232
3901;24-11-2022;2.6195
3902;25-11-2022;2.6232
3903;26-11-2022;
3904;27-11-2022;
3905;28-11-2022;2.6162
3906;29-11-2022;2.6045
3907;30-11-2022;2.6163
3908;01-12-2022;2.6367
3909;02-12-2022;2.6488
3910;03-12-2022;
3911;04-12-2022;
3912;05-12-2022;2.6659
3913;06-12-2022;2.6961
3914;07-12-2022;2.6818
3915;08-12-2022;2.6868
3916;09-12-2022;2.6905
3917;10-12-2022;
3918;11-12-2022;
3919;12-12-2022;2.6979
3920;13-12-2022;2.6895
3921;14-12-2022;2.6879
3922;15-12-2022;2.7003
3923;16-12-2022;2.6925
3924;17-12-2022;
3925;18-12-2022;
3926;19-12-2022;2.6912
3927;20-12-2022;2.691
3928;21-12-2022;2.6936
3929;22-12-2022;2.6937
3930;23-12-2022;2.6922
3931;24-12-2022;
3932;25-12-2022;
3933;26-12-2022;2.6905
3934;27-12-2022;2.7003
3935;28-12-2022;2.7032
3936;29-12-2022;2.7011
3937;30-12-2022;2.7045
3938;31-12-2022;
3939;01-01-2023;
3940;02-01-2023;2.7157
3941;03-01-2023;2.7312
3942;04-01-2023;2.7308
3943;05-01-2023;2.7395
3944;06-01-2023;2.7467
3945;07-01-2023;
3946;08-01-2023;
3947;09-01-2023;2.7533
3948;10-01-2023;2.7861
3949;11-01-2023;2.7874
3950;12-01-2023;2.7901
3951;13-01-2023;2.7993
3952;14-01-2023;
3953;15-01-2023;
3954;16-01-2023;2.8132
3955;17-01-2023;2.8123
3956;18-01-2023;2.7911
3957;19-01-2023;2.7964
3958;20-01-2023;2.7886
3959;21-01-2023;
3960;22-01-2023;
3961;23-01-2023;2.7899
3962;24-01-2023;2.7892
3963;25-01-2023;2.7876
3964;26-01-2023;2.7893
3965;27-01-2023;2.7894
3966;28-01-2023;
3967;29-01-2023;
3968;30-01-2023;2.7894
3969;31-01-2023;2.8027
3970;01-02-2023;2.8017
3971;02-02-2023;2.807
3972;03-02-2023;2.8159
3973;04-02-2023;
3974;05-02-2023;
3975;06-02-2023;2.8082
3976;07-02-2023;2.7942
3977;08-02-2023;2.7921
3978;09-02-2023;2.7934
3979;10-02-2023;2.7948
3980;11-02-2023;
3981;12-02-2023;
3982;13-02-2023;2.7853
3983;14-02-2023;2.7769
3984;15-02-2023;2.782
3985;16-02-2023;2.7721
3986;17-02-2023;2.7671
3987;18-02-2023;
3988;19-02-2023;
3989;20-02-2023;2.7577
3990;21-02-2023;2.7675
3991;22-02-2023;2.7616
3992;23-02-2023;2.754
3993;24-02-2023;2.755
3994;25-02-2023;
3995;26-02-2023;
3996;27-02-2023;2.738
3997;28-02-2023;2.7304
3998;01-03-2023;2.739
3999;02-03-2023;2.7619
4000;03-03-2023;2.7534
4001;04-03-2023;
4002;05-03-2023;
4003;06-03-2023;2.7524
4004;07-03-2023;2.7465
4005;08-03-2023;2.7453
4006;09-03-2023;2.735
4007;10-03-2023;2.7374
4008;11-03-2023;
4009;12-03-2023;
4010;13-03-2023;2.7416
4011;14-03-2023;2.7709
4012;15-03-2023;2.777
4013;16-03-2023;2.7683
4014;17-03-2023;2.7705
4015;18-03-2023;
4016;19-03-2023;
4017;20-03-2023;2.7786
4018;21-03-2023;2.7785
4019;22-03-2023;2.7849
4020;23-03-2023;2.782
4021;24-03-2023;2.8069
4022;25-03-2023;
4023;26-03-2023;
4024;27-03-2023;2.7923
4025;28-03-2023;2.7913
4026;29-03-2023;2.7932
4027;30-03-2023;2.7949
4028;31-03-2023;2.8036
4029;01-04-2023;
4030;02-04-2023;
4031;03-04-2023;2.8079
4032;04-04-2023;2.8051
4033;05-04-2023;2.8108
4034;06-04-2023;2.8153
4035;07-04-2023;2.8178
4036;08-04-2023;
4037;09-04-2023;
4038;10-04-2023;2.8198
4039;11-04-2023;2.819
4040;12-04-2023;2.8183
4041;13-04-2023;2.8229
4042;14-04-2023;2.8288
4043;15-04-2023;
4044;16-04-2023;
4045;17-04-2023;2.844
4046;18-04-2023;2.8382
4047;19-04-2023;2.8387
4048;20-04-2023;2.8314
4049;21-04-2023;
4050;22-04-2023;
4051;23-04-2023;
4052;24-04-2023;2.8314
4053;25-04-2023;2.832
4054;26-04-2023;2.8243
4055;27-04-2023;2.8238
4056;28-04-2023;2.8251
4057;29-04-2023;
4058;30-04-2023;
4059;01-05-2023;
4060;02-05-2023;2.8278
4061;03-05-2023;2.8335
4062;04-05-2023;2.8349
4063;05-05-2023;2.8363
4064;06-05-2023;
4065;07-05-2023;
4066;08-05-2023;2.8392
4067;09-05-2023;2.8377
4068;10-05-2023;2.8359
4069;11-05-2023;2.8382
4070;12-05-2023;2.8373
4071;13-05-2023;
4072;14-05-2023;
4073;15-05-2023;2.8361
4074;16-05-2023;2.8458
4075;17-05-2023;2.8464
4076;18-05-2023;2.8411
4077;19-05-2023;
4078;20-05-2023;
4079;21-05-2023;
4080;22-05-2023;2.8328
4081;23-05-2023;2.8386
4082;24-05-2023;2.8323
4083;25-05-2023;2.8386
4084;26-05-2023;2.8358
4085;27-05-2023;
4086;28-05-2023;
4087;29-05-2023;2.8486
4088;30-05-2023;2.8541
4089;31-05-2023;2.8881
4090;01-06-2023;2.9289
4091;02-06-2023;2.9392
4092;03-06-2023;
4093;04-06-2023;
4094;05-06-2023;2.9721
4095;06-06-2023;2.9928
4096;07-06-2023;3.0368
4097;08-06-2023;3.2572
4098;09-06-2023;3.2949
4099;10-06-2023;
4100;11-06-2023;
4101;12-06-2023;3.3122
4102;13-06-2023;3.3305
4103;14-06-2023;3.3292
4104;15-06-2023;3.3202
4105;16-06-2023;3.3276
4106;17-06-2023;
4107;18-06-2023;
4108;19-06-2023;3.3461
4109;20-06-2023;3.3267
4110;21-06-2023;3.3104
4111;22-06-2023;3.2989
4112;23-06-2023;3.3149
4113;24-06-2023;
4114;25-06-2023;
4115;26-06-2023;3.5431
4116;27-06-2023;3.5963
4117;28-06-2023;
4118;29-06-2023;
4119;30-06-2023;
4120;01-07-2023;
4121;02-07-2023;
4122;03-07-2023;3.5963
4123;04-07-2023;3.6178
4124;05-07-2023;3.6294
4125;06-07-2023;3.623
4126;07-07-2023;3.623
4127;08-07-2023;
4128;09-07-2023;
4129;10-07-2023;3.6241
4130;11-07-2023;3.6278
4131;12-07-2023;3.6473
4132;13-07-2023;3.6577
4133;14-07-2023;3.6734
4134;15-07-2023;
4135;16-07-2023;
4136;17-07-2023;3.6906
4137;18-07-2023;3.6867
4138;19-07-2023;3.7668
4139;20-07-2023;3.7538
4140;21-07-2023;3.7741
4141;22-07-2023;
4142;23-07-2023;
4143;24-07-2023;3.7748
4144;25-07-2023;3.7688
4145;26-07-2023;3.7979
4146;27-07-2023;3.7933
4147;28-07-2023;3.798
4148;29-07-2023;
4149;30-07-2023;
4150;31-07-2023;3.7915
4151;01-08-2023;3.7954
4152;02-08-2023;3.7862
4153;03-08-2023;3.7795
4154;04-08-2023;3.7805
4155;05-08-2023;
4156;06-08-2023;
4157;07-08-2023;3.7803
4158;08-08-2023;3.7781
4159;09-08-2023;3.7682
4160;10-08-2023;3.7743
4161;11-08-2023;3.7724
4162;12-08-2023;
4163;13-08-2023;
4164;14-08-2023;3.7608
4165;15-08-2023;3.7499
4166;16-08-2023;3.7373
4167;17-08-2023;3.7321
4168;18-08-2023;3.7355
4169;19-08-2023;
4170;20-08-2023;
4171;21-08-2023;3.7395
4172;22-08-2023;3.7423
4173;23-08-2023;3.7537
4174;24-08-2023;3.7548
4175;25-08-2023;3.7494
4176;26-08-2023;
4177;27-08-2023;
4178;28-08-2023;3.6497
4179;29-08-2023;3.6644
4180;30-08-2023;
4181;31-08-2023;3.6713
4182;01-09-2023;3.6855
4183;02-09-2023;
4184;03-09-2023;
4185;04-09-2023;3.7021
4186;05-09-2023;3.7045
4187;06-09-2023;3.6921
4188;07-09-2023;3.691
4189;08-09-2023;3.6853
4190;09-09-2023;
4191;10-09-2023;
4192;11-09-2023;3.6789
4193;12-09-2023;3.7063
4194;13-09-2023;3.7109
4195;14-09-2023;3.7214
4196;15-09-2023;3.7255
4197;16-09-2023;
4198;17-09-2023;
4199;18-09-2023;3.7296
4200;19-09-2023;3.7267
4201;20-09-2023;3.7284
4202;21-09-2023;3.726
4203;22-09-2023;3.7238
4204;23-09-2023;
4205;24-09-2023;
4206;25-09-2023;3.7392
4207;26-09-2023;3.7447
4208;27-09-2023;3.7501
4209;28-09-2023;3.7574
4210;29-09-2023;3.7758
4211;30-09-2023;
4212;01-10-2023;
4213;02-10-2023;3.7772
4214;03-10-2023;3.781
4215;04-10-2023;3.7876
4216;05-10-2023;3.7986
4217;06-10-2023;3.7979
4218;07-10-2023;
4219;08-10-2023;
4220;09-10-2023;3.8022
4221;10-10-2023;3.821
4222;11-10-2023;3.8219
4223;12-10-2023;3.8206
4224;13-10-2023;3.8244
4225;14-10-2023;
4226;15-10-2023;
4227;16-10-2023;3.825
4228;17-10-2023;3.8352
4229;18-10-2023;3.839
4230;19-10-2023;3.8525
4231;20-10-2023;3.8505
4232;21-10-2023;
4233;22-10-2023;
4234;23-10-2023;3.8512
4235;24-10-2023;3.8565
4236;25-10-2023;3.8665
4237;26-10-2023;3.8667
4238;27-10-2023;3.8681
4239;28-10-2023;
4240;29-10-2023;
4241;30-10-2023;3.8719
4242;31-10-2023;3.8829
4243;01-11-2023;3.8878
4244;02-11-2023;3.8925
4245;03-11-2023;3.8964
4246;04-11-2023;
4247;05-11-2023;
4248;06-11-2023;3.9034
4249;07-11-2023;3.9316
4250;08-11-2023;3.9328
4251;09-11-2023;3.9407
4252;10-11-2023;3.9376
4253;11-11-2023;
4254;12-11-2023;
4255;13-11-2023;3.9356
4256;14-11-2023;3.9427
4257;15-11-2023;3.9491
4258;16-11-2023;3.98
4259;17-11-2023;3.981
4260;18-11-2023;
4261;19-11-2023;
4262;20-11-2023;3.9926
4263;21-11-2023;4.0312
4264;22-11-2023;4.0582
4265;23-11-2023;4.053
4266;24-11-2023;4.0608
4267;25-11-2023;
4268;26-11-2023;
4269;27-11-2023;4.0572
4270;28-11-2023;4.0639
4271;29-11-2023;4.0669
4272;30-11-2023;4.08
4273;01-12-2023;4.0702
4274;02-12-2023;
4275;03-12-2023;
4276;04-12-2023;4.0705
4277;05-12-2023;4.0721
4278;06-12-2023;4.071
4279;07-12-2023;4.0647
4280;08-12-2023;4.0664
4281;09-12-2023;
4282;10-12-2023;
4283;11-12-2023;4.0654
4284;12-12-2023;4.0608
4285;13-12-2023;4.069
4286;14-12-2023;4.0686
4287;15-12-2023;4.0915
4288;16-12-2023;
4289;17-12-2023;
4290;18-12-2023;4.1084
4291;19-12-2023;4.0969
4292;20-12-2023;4.094
4293;21-12-2023;4.103
4294;22-12-2023;4.1009
4295;23-12-2023;
4296;24-12-2023;
4297;25-12-2023;4.1142
4298;26-12-2023;4.1235
4299;27-12-2023;4.1261
4300;28-12-2023;4.1354
4301;29-12-2023;4.1674
4302;30-12-2023;
4303;31-12-2023;
4304;01-01-2024;
4305;02-01-2024;4.1751
4306;03-01-2024;4.1891
4307;04-01-2024;4.1931
4308;05-01-2024;4.1905
4309;06-01-2024;
4310;07-01-2024;
4311;08-01-2024;4.19
4312;09-01-2024;4.1975
4313;10-01-2024;4.204
4314;11-01-2024;4.2019
4315;12-01-2024;4.2144
4316;13-01-2024;
4317;14-01-2024;
4318;15-01-2024;4.2201
4319;16-01-2024;4.2189
4320;17-01-2024;4.2104
4321;18-01-2024;4.2103
4322;19-01-2024;4.2129
4323;20-01-2024;
4324;21-01-2024;
4325;22-01-2024;4.2189
4326;23-01-2024;4.2253
4327;24-01-2024;4.2461
4328;25-01-2024;4.2485
4329;26-01-2024;4.2473
4330;27-01-2024;
4331;28-01-2024;
4332;29-01-2024;4.244
4333;30-01-2024;4.2487
4334;31-01-2024;4.2532
4335;01-02-2024;4.2514
4336;02-02-2024;4.2506
4337;03-02-2024;
4338;04-02-2024;
4339;05-02-2024;4.2624
4340;06-02-2024;4.2656
4341;07-02-2024;4.2735
4342;08-02-2024;4.2765
