;Tarih;TP_DK_CNY_A
3125;09-10-2020;1.1558
3126;10-10-2020;
3127;11-10-2020;
3128;12-10-2020;1.1721
3129;13-10-2020;1.1613
3130;14-10-2020;1.1623
3131;15-10-2020;1.1694
3132;16-10-2020;1.1691
3133;17-10-2020;
3134;18-10-2020;
3135;19-10-2020;1.1737
3136;20-10-2020;1.1706
3137;21-10-2020;1.1722
3138;22-10-2020;1.1684
3139;23-10-2020;1.1626
3140;24-10-2020;
3141;25-10-2020;
3142;26-10-2020;1.1827
3143;27-10-2020;1.1919
3144;28-10-2020;1.2032
3145;29-10-2020;
3146;30-10-2020;1.2032
3147;31-10-2020;
3148;01-11-2020;
3149;02-11-2020;1.2347
3150;03-11-2020;1.2445
3151;04-11-2020;1.2574
3152;05-11-2020;1.2545
3153;06-11-2020;1.266
3154;07-11-2020;
3155;08-11-2020;
3156;09-11-2020;1.2713
3157;10-11-2020;1.2362
3158;11-11-2020;1.2389
3159;12-11-2020;1.2099
3160;13-11-2020;1.1694
3161;14-11-2020;
3162;15-11-2020;
3163;16-11-2020;1.1471
3164;17-11-2020;1.16
3165;18-11-2020;1.1738
3166;19-11-2020;1.1722
3167;20-11-2020;1.1584
3168;21-11-2020;
3169;22-11-2020;
3170;23-11-2020;1.1471
3171;24-11-2020;1.175
3172;25-11-2020;1.1966
3173;26-11-2020;1.2004
3174;27-11-2020;1.1941
3175;28-11-2020;
3176;29-11-2020;
3177;30-11-2020;1.1785
3178;01-12-2020;1.1771
3179;02-12-2020;1.1868
3180;03-12-2020;1.1829
3181;04-12-2020;1.19
3182;05-12-2020;
3183;06-12-2020;
3184;07-12-2020;1.1842
3185;08-12-2020;1.1919
3186;09-12-2020;1.1888
3187;10-12-2020;1.19
3188;11-12-2020;1.1925
3189;12-12-2020;
3190;13-12-2020;
3191;14-12-2020;1.2059
3192;15-12-2020;1.1962
3193;16-12-2020;1.1895
3194;17-12-2020;1.1852
3195;18-12-2020;1.1798
3196;19-12-2020;
3197;20-12-2020;
3198;21-12-2020;1.1692
3199;22-12-2020;1.1653
3200;23-12-2020;1.16
3201;24-12-2020;1.1609
3202;25-12-2020;1.1602
3203;26-12-2020;
3204;27-12-2020;
3205;28-12-2020;1.15
3206;29-12-2020;1.1368
3207;30-12-2020;1.1277
3208;31-12-2020;1.1182
3209;01-01-2021;
3210;02-01-2021;
3211;03-01-2021;
3212;04-01-2021;1.1283
3213;05-01-2021;1.1324
3214;06-01-2021;1.1366
3215;07-01-2021;1.129
3216;08-01-2021;1.1191
3217;09-01-2021;
3218;10-01-2021;
3219;11-01-2021;1.1302
3220;12-01-2021;1.1427
3221;13-01-2021;1.1481
3222;14-01-2021;1.1425
3223;15-01-2021;1.1364
3224;16-01-2021;
3225;17-01-2021;
3226;18-01-2021;1.1351
3227;19-01-2021;1.1482
3228;20-01-2021;1.1423
3229;21-01-2021;1.1436
3230;22-01-2021;1.1362
3231;23-01-2021;
3232;24-01-2021;
3233;25-01-2021;1.1361
3234;26-01-2021;1.133
3235;27-01-2021;1.1343
3236;28-01-2021;1.1308
3237;29-01-2021;1.1322
3238;30-01-2021;
3239;31-01-2021;
3240;01-02-2021;1.1291
3241;02-02-2021;1.1105
3242;03-02-2021;1.0992
3243;04-02-2021;1.1007
3244;05-02-2021;1.0975
3245;06-02-2021;
3246;07-02-2021;
3247;08-02-2021;1.0876
3248;09-02-2021;1.0884
3249;10-02-2021;1.0935
3250;11-02-2021;1.0886
3251;12-02-2021;1.084
3252;13-02-2021;
3253;14-02-2021;
3254;15-02-2021;1.0803
3255;16-02-2021;1.0736
3256;17-02-2021;1.0647
3257;18-02-2021;1.0784
3258;19-02-2021;1.0692
3259;20-02-2021;
3260;21-02-2021;
3261;22-02-2021;1.072
3262;23-02-2021;1.0758
3263;24-02-2021;1.0811
3264;25-02-2021;1.0997
3265;26-02-2021;1.1088
3266;27-02-2021;
3267;28-02-2021;
3268;01-03-2021;1.1339
3269;02-03-2021;1.1235
3270;03-03-2021;1.1235
3271;04-03-2021;1.129
3272;05-03-2021;1.1456
3273;06-03-2021;
3274;07-03-2021;
3275;08-03-2021;1.152
3276;09-03-2021;1.1572
3277;10-03-2021;1.1658
3278;11-03-2021;1.1603
3279;12-03-2021;1.1404
3280;13-03-2021;
3281;14-03-2021;
3282;15-03-2021;1.1577
3283;16-03-2021;1.1527
3284;17-03-2021;1.148
3285;18-03-2021;1.1467
3286;19-03-2021;1.1405
3287;20-03-2021;
3288;21-03-2021;
3289;22-03-2021;1.1107
3290;23-03-2021;1.2075
3291;24-03-2021;1.1925
3292;25-03-2021;1.2146
3293;26-03-2021;1.2078
3294;27-03-2021;
3295;28-03-2021;
3296;29-03-2021;1.2144
3297;30-03-2021;1.2307
3298;31-03-2021;1.2605
3299;01-04-2021;1.2631
3300;02-04-2021;1.2361
3301;03-04-2021;
3302;04-04-2021;
3303;05-04-2021;1.2177
3304;06-04-2021;1.2325
3305;07-04-2021;1.2363
3306;08-04-2021;1.2415
3307;09-04-2021;1.2377
3308;10-04-2021;
3309;11-04-2021;
3310;12-04-2021;1.2341
3311;13-04-2021;1.2402
3312;14-04-2021;1.2357
3313;15-04-2021;1.2288
3314;16-04-2021;1.227
3315;17-04-2021;
3316;18-04-2021;
3317;19-04-2021;1.2284
3318;20-04-2021;1.2299
3319;21-04-2021;1.2401
3320;22-04-2021;1.2464
3321;23-04-2021;
3322;24-04-2021;
3323;25-04-2021;
3324;26-04-2021;1.2672
3325;27-04-2021;1.2768
3326;28-04-2021;1.2622
3327;29-04-2021;1.2553
3328;30-04-2021;1.2567
3329;01-05-2021;
3330;02-05-2021;
3331;03-05-2021;1.2653
3332;04-05-2021;1.2737
3333;05-05-2021;1.2764
3334;06-05-2021;1.2811
3335;07-05-2021;1.2756
3336;08-05-2021;
3337;09-05-2021;
3338;10-05-2021;1.2743
3339;11-05-2021;1.2777
3340;12-05-2021;1.2825
3341;13-05-2021;
3342;14-05-2021;
3343;15-05-2021;
3344;16-05-2021;
3345;17-05-2021;1.2825
3346;18-05-2021;1.2889
3347;19-05-2021;
3348;20-05-2021;1.289
3349;21-05-2021;1.2925
3350;22-05-2021;
3351;23-05-2021;
3352;24-05-2021;1.2917
3353;25-05-2021;1.2961
3354;26-05-2021;1.3032
3355;27-05-2021;1.3117
3356;28-05-2021;1.3149
3357;29-05-2021;
3358;30-05-2021;
3359;31-05-2021;1.3349
3360;01-06-2021;1.3272
3361;02-06-2021;1.3257
3362;03-06-2021;1.34
3363;04-06-2021;1.3415
3364;05-06-2021;
3365;06-06-2021;
3366;07-06-2021;1.3471
3367;08-06-2021;1.3399
3368;09-06-2021;1.3355
3369;10-06-2021;1.3346
3370;11-06-2021;1.3275
3371;12-06-2021;
3372;13-06-2021;
3373;14-06-2021;1.3
3374;15-06-2021;1.2957
3375;16-06-2021;1.3278
3376;17-06-2021;1.3245
3377;18-06-2021;1.3331
3378;19-06-2021;
3379;20-06-2021;
3380;21-06-2021;1.3378
3381;22-06-2021;1.3454
3382;23-06-2021;1.3395
3383;24-06-2021;1.322
3384;25-06-2021;1.3307
3385;26-06-2021;
3386;27-06-2021;
3387;28-06-2021;1.3368
3388;29-06-2021;1.3432
3389;30-06-2021;1.3402
3390;01-07-2021;1.3367
3391;02-07-2021;1.3346
3392;03-07-2021;
3393;04-07-2021;
3394;05-07-2021;1.3317
3395;06-07-2021;1.3336
3396;07-07-2021;1.331
3397;08-07-2021;1.3329
3398;09-07-2021;1.3322
3399;10-07-2021;
3400;11-07-2021;
3401;12-07-2021;1.3296
3402;13-07-2021;1.3256
3403;14-07-2021;1.323
3404;15-07-2021;
3405;16-07-2021;1.3236
3406;17-07-2021;
3407;18-07-2021;
3408;19-07-2021;1.3083
3409;20-07-2021;
3410;21-07-2021;
3411;22-07-2021;
3412;23-07-2021;
3413;24-07-2021;
3414;25-07-2021;
3415;26-07-2021;1.3083
3416;27-07-2021;1.3149
3417;28-07-2021;1.3098
3418;29-07-2021;1.3072
3419;30-07-2021;1.3076
3420;31-07-2021;
3421;01-08-2021;
3422;02-08-2021;1.2953
3423;03-08-2021;1.2904
3424;04-08-2021;1.2803
3425;05-08-2021;1.2958
3426;06-08-2021;1.312
3427;07-08-2021;
3428;08-08-2021;
3429;09-08-2021;1.3165
3430;10-08-2021;1.3267
3431;11-08-2021;1.3227
3432;12-08-2021;1.3224
3433;13-08-2021;1.3162
3434;14-08-2021;
3435;15-08-2021;
3436;16-08-2021;1.3098
3437;17-08-2021;1.3002
3438;18-08-2021;1.291
3439;19-08-2021;1.2985
3440;20-08-2021;1.3035
3441;21-08-2021;
3442;22-08-2021;
3443;23-08-2021;1.3045
3444;24-08-2021;1.2962
3445;25-08-2021;1.2914
3446;26-08-2021;1.2866
3447;27-08-2021;1.2819
3448;28-08-2021;
3449;29-08-2021;
3450;30-08-2021;
3451;31-08-2021;1.2853
3452;01-09-2021;1.2779
3453;02-09-2021;1.2747
3454;03-09-2021;1.272
3455;04-09-2021;
3456;05-09-2021;
3457;06-09-2021;1.2781
3458;07-09-2021;1.2748
3459;08-09-2021;1.277
3460;09-09-2021;1.294
3461;10-09-2021;1.3038
3462;11-09-2021;
3463;12-09-2021;
3464;13-09-2021;1.2978
3465;14-09-2021;1.3008
3466;15-09-2021;1.3008
3467;16-09-2021;1.3023
3468;17-09-2021;1.3023
3469;18-09-2021;
3470;19-09-2021;
3471;20-09-2021;1.3201
3472;21-09-2021;1.3325
3473;22-09-2021;1.3272
3474;23-09-2021;1.3278
3475;24-09-2021;1.3328
3476;25-09-2021;
3477;26-09-2021;
3478;27-09-2021;1.3574
3479;28-09-2021;1.3598
3480;29-09-2021;1.364
3481;30-09-2021;1.36
3482;01-10-2021;1.366
3483;02-10-2021;
3484;03-10-2021;
3485;04-10-2021;1.3646
3486;05-10-2021;1.3655
3487;06-10-2021;1.3642
3488;07-10-2021;1.3738
3489;08-10-2021;1.3668
3490;09-10-2021;
3491;10-10-2021;
3492;11-10-2021;1.3722
3493;12-10-2021;1.3793
3494;13-10-2021;1.3869
3495;14-10-2021;1.392
3496;15-10-2021;1.4123
3497;16-10-2021;
3498;17-10-2021;
3499;18-10-2021;1.4224
3500;19-10-2021;1.4326
3501;20-10-2021;1.4437
3502;21-10-2021;1.4485
3503;22-10-2021;1.4432
3504;23-10-2021;
3505;24-10-2021;
3506;25-10-2021;1.4916
3507;26-10-2021;1.5163
3508;27-10-2021;1.4737
3509;28-10-2021;1.4753
3510;29-10-2021;
3511;30-10-2021;
3512;31-10-2021;
3513;01-11-2021;1.4753
3514;02-11-2021;1.4807
3515;03-11-2021;1.4792
3516;04-11-2021;1.5011
3517;05-11-2021;1.506
3518;06-11-2021;
3519;07-11-2021;
3520;08-11-2021;1.5068
3521;09-11-2021;1.5056
3522;10-11-2021;1.5094
3523;11-11-2021;1.5218
3524;12-11-2021;1.5405
3525;13-11-2021;
3526;14-11-2021;
3527;15-11-2021;1.5434
3528;16-11-2021;1.555
3529;17-11-2021;1.5841
3530;18-11-2021;1.6203
3531;19-11-2021;1.6667
3532;20-11-2021;
3533;21-11-2021;
3534;22-11-2021;1.717
3535;23-11-2021;1.7409
3536;24-11-2021;1.8926
3537;25-11-2021;1.9627
3538;26-11-2021;1.8683
3539;27-11-2021;
3540;28-11-2021;
3541;29-11-2021;1.8796
3542;30-11-2021;1.9722
3543;01-12-2021;2.0194
3544;02-12-2021;2.0822
3545;03-12-2021;2.0916
3546;04-12-2021;
3547;05-12-2021;
3548;06-12-2021;2.1353
3549;07-12-2021;2.1487
3550;08-12-2021;2.1343
3551;09-12-2021;2.1331
3552;10-12-2021;2.152
3553;11-12-2021;
3554;12-12-2021;
3555;13-12-2021;2.1604
3556;14-12-2021;2.2261
3557;15-12-2021;2.2153
3558;16-12-2021;2.2864
3559;17-12-2021;2.3756
3560;18-12-2021;
3561;19-12-2021;
3562;20-12-2021;2.548
3563;21-12-2021;2.7248
3564;22-12-2021;2.0325
3565;23-12-2021;1.9436
3566;24-12-2021;1.7874
3567;25-12-2021;
3568;26-12-2021;
3569;27-12-2021;1.8312
3570;28-12-2021;1.7775
3571;29-12-2021;1.8468
3572;30-12-2021;1.9079
3573;31-12-2021;2.025
3574;01-01-2022;
3575;02-01-2022;
3576;03-01-2022;2.084
3577;04-01-2022;2.0999
3578;05-01-2022;2.0571
3579;06-01-2022;2.0872
3580;07-01-2022;2.1264
3581;08-01-2022;
3582;09-01-2022;
3583;10-01-2022;2.145
3584;11-01-2022;2.1407
3585;12-01-2022;2.1426
3586;13-01-2022;2.1436
3587;14-01-2022;2.1167
3588;15-01-2022;
3589;16-01-2022;
3590;17-01-2022;2.1149
3591;18-01-2022;2.1115
3592;19-01-2022;2.1156
3593;20-01-2022;2.1255
3594;21-01-2022;2.1072
3595;22-01-2022;
3596;23-01-2022;
3597;24-01-2022;2.1018
3598;25-01-2022;2.1031
3599;26-01-2022;2.1213
3600;27-01-2022;2.1237
3601;28-01-2022;2.125
3602;29-01-2022;
3603;30-01-2022;
3604;31-01-2022;2.127
3605;01-02-2022;2.095
3606;02-02-2022;2.0896
3607;03-02-2022;2.0993
3608;04-02-2022;2.1189
3609;05-02-2022;
3610;06-02-2022;
3611;07-02-2022;2.1157
3612;08-02-2022;2.1176
3613;09-02-2022;2.1267
3614;10-02-2022;2.1204
3615;11-02-2022;2.1165
3616;12-02-2022;
3617;13-02-2022;
3618;14-02-2022;2.1098
3619;15-02-2022;2.1168
3620;16-02-2022;2.1301
3621;17-02-2022;2.1365
3622;18-02-2022;2.1347
3623;19-02-2022;
3624;20-02-2022;
3625;21-02-2022;2.1389
3626;22-02-2022;2.1371
3627;23-02-2022;2.1576
3628;24-02-2022;2.1693
3629;25-02-2022;2.2383
3630;26-02-2022;
3631;27-02-2022;
3632;28-02-2022;2.2104
3633;01-03-2022;2.1797
3634;02-03-2022;2.1872
3635;03-03-2022;2.2107
3636;04-03-2022;2.2206
3637;05-03-2022;
3638;06-03-2022;
3639;07-03-2022;2.2311
3640;08-03-2022;2.2504
3641;09-03-2022;2.2783
3642;10-03-2022;2.2992
3643;11-03-2022;2.3189
3644;12-03-2022;
3645;13-03-2022;
3646;14-03-2022;2.3418
3647;15-03-2022;2.3079
3648;16-03-2022;2.2997
3649;17-03-2022;2.2985
3650;18-03-2022;2.2974
3651;19-03-2022;
3652;20-03-2022;
3653;21-03-2022;2.3079
3654;22-03-2022;2.317
3655;23-03-2022;2.3136
3656;24-03-2022;2.3103
3657;25-03-2022;2.3139
3658;26-03-2022;
3659;27-03-2022;
3660;28-03-2022;2.3139
3661;29-03-2022;2.3136
3662;30-03-2022;2.3096
3663;31-03-2022;2.2926
3664;01-04-2022;2.2948
3665;02-04-2022;
3666;03-04-2022;
3667;04-04-2022;2.2923
3668;05-04-2022;2.2951
3669;06-04-2022;2.2966
3670;07-04-2022;2.2998
3671;08-04-2022;2.302
3672;09-04-2022;
3673;10-04-2022;
3674;11-04-2022;2.3005
3675;12-04-2022;2.2974
3676;13-04-2022;2.2891
3677;14-04-2022;2.2742
3678;15-04-2022;2.2778
3679;16-04-2022;
3680;17-04-2022;
3681;18-04-2022;2.2815
3682;19-04-2022;2.2835
3683;20-04-2022;2.2809
3684;21-04-2022;2.271
3685;22-04-2022;2.2611
3686;23-04-2022;
3687;24-04-2022;
3688;25-04-2022;2.2537
3689;26-04-2022;2.2352
3690;27-04-2022;2.243
3691;28-04-2022;2.2446
3692;29-04-2022;2.2231
3693;30-04-2022;
3694;01-05-2022;
3695;02-05-2022;
3696;03-05-2022;
3697;04-05-2022;
3698;05-05-2022;2.2308
3699;06-05-2022;2.2284
3700;07-05-2022;
3701;08-05-2022;
3702;09-05-2022;2.2184
3703;10-05-2022;2.2141
3704;11-05-2022;2.248
3705;12-05-2022;2.2615
3706;13-05-2022;2.2498
3707;14-05-2022;
3708;15-05-2022;
3709;16-05-2022;2.2609
3710;17-05-2022;2.2775
3711;18-05-2022;2.3272
3712;19-05-2022;
3713;20-05-2022;2.3467
3714;21-05-2022;
3715;22-05-2022;
3716;23-05-2022;2.3723
3717;24-05-2022;2.3677
3718;25-05-2022;2.3976
3719;26-05-2022;2.4228
3720;27-05-2022;2.4178
3721;28-05-2022;
3722;29-05-2022;
3723;30-05-2022;2.4199
3724;31-05-2022;2.4418
3725;01-06-2022;2.4467
3726;02-06-2022;2.4401
3727;03-06-2022;2.4494
3728;04-06-2022;
3729;05-06-2022;
3730;06-06-2022;2.46
3731;07-06-2022;2.4779
3732;08-06-2022;2.4915
3733;09-06-2022;2.5427
3734;10-06-2022;2.5615
3735;11-06-2022;
3736;12-06-2022;
3737;13-06-2022;2.5348
3738;14-06-2022;2.5449
3739;15-06-2022;2.5457
3740;16-06-2022;2.5556
3741;17-06-2022;2.5609
3742;18-06-2022;
3743;19-06-2022;
3744;20-06-2022;2.5655
3745;21-06-2022;2.5743
3746;22-06-2022;2.5713
3747;23-06-2022;2.5658
3748;24-06-2022;2.5721
3749;25-06-2022;
3750;26-06-2022;
3751;27-06-2022;2.5762
3752;28-06-2022;2.4749
3753;29-06-2022;2.471
3754;30-06-2022;2.474
3755;01-07-2022;2.4739
3756;02-07-2022;
3757;03-07-2022;
3758;04-07-2022;2.4802
3759;05-07-2022;2.4949
3760;06-07-2022;2.5131
3761;07-07-2022;2.5479
3762;08-07-2022;2.5598
3763;09-07-2022;
3764;10-07-2022;
3765;11-07-2022;
3766;12-07-2022;
3767;13-07-2022;2.5598
3768;14-07-2022;2.5725
3769;15-07-2022;
3770;16-07-2022;
3771;17-07-2022;
3772;18-07-2022;2.5743
3773;19-07-2022;2.5768
3774;20-07-2022;2.5871
3775;21-07-2022;2.586
3776;22-07-2022;2.5906
3777;23-07-2022;
3778;24-07-2022;
3779;25-07-2022;2.6035
3780;26-07-2022;2.6225
3781;27-07-2022;2.6238
3782;28-07-2022;2.6305
3783;29-07-2022;2.6389
3784;30-07-2022;
3785;31-07-2022;
3786;01-08-2022;2.6419
3787;02-08-2022;2.6398
3788;03-08-2022;2.6378
3789;04-08-2022;2.6407
3790;05-08-2022;2.6398
3791;06-08-2022;
3792;07-08-2022;
3793;08-08-2022;2.6426
3794;09-08-2022;2.6385
3795;10-08-2022;2.6404
3796;11-08-2022;2.6392
3797;12-08-2022;2.6467
3798;13-08-2022;
3799;14-08-2022;
3800;15-08-2022;2.6466
3801;16-08-2022;2.6361
3802;17-08-2022;2.6278
3803;18-08-2022;2.6323
3804;19-08-2022;2.6309
3805;20-08-2022;
3806;21-08-2022;
3807;22-08-2022;2.6392
3808;23-08-2022;2.6322
3809;24-08-2022;2.6269
3810;25-08-2022;2.6244
3811;26-08-2022;2.6342
3812;27-08-2022;
3813;28-08-2022;
3814;29-08-2022;2.6308
3815;30-08-2022;
3816;31-08-2022;2.6109
3817;01-09-2022;2.6199
3818;02-09-2022;2.6203
3819;03-09-2022;
3820;04-09-2022;
3821;05-09-2022;2.6209
3822;06-09-2022;2.6103
3823;07-09-2022;2.6038
3824;08-09-2022;2.5972
3825;09-09-2022;2.6042
3826;10-09-2022;
3827;11-09-2022;
3828;12-09-2022;2.6169
3829;13-09-2022;2.6155
3830;14-09-2022;2.6155
3831;15-09-2022;2.6043
3832;16-09-2022;2.5989
3833;17-09-2022;
3834;18-09-2022;
3835;19-09-2022;2.5865
3836;20-09-2022;2.589
3837;21-09-2022;2.5919
3838;22-09-2022;2.5811
3839;23-09-2022;2.576
3840;24-09-2022;
3841;25-09-2022;
3842;26-09-2022;2.568
3843;27-09-2022;2.5594
3844;28-09-2022;2.5607
3845;29-09-2022;2.5397
3846;30-09-2022;2.5662
3847;01-10-2022;
3848;02-10-2022;
3849;03-10-2022;2.5922
3850;04-10-2022;2.5908
3851;05-10-2022;2.5915
3852;06-10-2022;2.5929
3853;07-10-2022;2.5934
3854;08-10-2022;
3855;09-10-2022;
3856;10-10-2022;2.5935
3857;11-10-2022;2.5847
3858;12-10-2022;2.5715
3859;13-10-2022;2.5753
3860;14-10-2022;2.5684
3861;15-10-2022;
3862;16-10-2022;
3863;17-10-2022;2.5671
3864;18-10-2022;2.5635
3865;19-10-2022;2.5655
3866;20-10-2022;2.5558
3867;21-10-2022;2.5541
3868;22-10-2022;
3869;23-10-2022;
3870;24-10-2022;2.5486
3871;25-10-2022;2.5451
3872;26-10-2022;2.5285
3873;27-10-2022;2.5677
3874;28-10-2022;2.5568
3875;29-10-2022;
3876;30-10-2022;
3877;31-10-2022;2.5568
3878;01-11-2022;2.5342
3879;02-11-2022;2.5426
3880;03-11-2022;2.5409
3881;04-11-2022;2.528
3882;05-11-2022;
3883;06-11-2022;
3884;07-11-2022;2.5483
3885;08-11-2022;2.5556
3886;09-11-2022;2.5464
3887;10-11-2022;2.5495
3888;11-11-2022;2.548
3889;12-11-2022;
3890;13-11-2022;
3891;14-11-2022;2.5878
3892;15-11-2022;2.6198
3893;16-11-2022;2.6258
3894;17-11-2022;2.6118
3895;18-11-2022;2.5905
3896;19-11-2022;
3897;20-11-2022;
3898;21-11-2022;2.5968
3899;22-11-2022;2.5813
3900;23-11-2022;2.5893
3901;24-11-2022;2.5857
3902;25-11-2022;2.5894
3903;26-11-2022;
3904;27-11-2022;
3905;28-11-2022;2.5824
3906;29-11-2022;2.5709
3907;30-11-2022;2.5825
3908;01-12-2022;2.6026
3909;02-12-2022;2.6146
3910;03-12-2022;
3911;04-12-2022;
3912;05-12-2022;2.6314
3913;06-12-2022;2.6613
3914;07-12-2022;2.6471
3915;08-12-2022;2.652
3916;09-12-2022;2.6558
3917;10-12-2022;
3918;11-12-2022;
3919;12-12-2022;2.663
3920;13-12-2022;2.6547
3921;14-12-2022;2.6532
3922;15-12-2022;2.6654
3923;16-12-2022;2.6577
3924;17-12-2022;
3925;18-12-2022;
3926;19-12-2022;2.6565
3927;20-12-2022;2.6563
3928;21-12-2022;2.6588
3929;22-12-2022;2.6589
3930;23-12-2022;2.6574
3931;24-12-2022;
3932;25-12-2022;
3933;26-12-2022;2.6557
3934;27-12-2022;2.6655
3935;28-12-2022;2.6683
3936;29-12-2022;2.6663
3937;30-12-2022;2.6696
3938;31-12-2022;
3939;01-01-2023;
3940;02-01-2023;2.6806
3941;03-01-2023;2.6959
3942;04-01-2023;2.6955
3943;05-01-2023;2.7041
3944;06-01-2023;2.7112
3945;07-01-2023;
3946;08-01-2023;
3947;09-01-2023;2.7177
3948;10-01-2023;2.7501
3949;11-01-2023;2.7514
3950;12-01-2023;2.754
3951;13-01-2023;2.7632
3952;14-01-2023;
3953;15-01-2023;
3954;16-01-2023;2.7769
3955;17-01-2023;2.776
3956;18-01-2023;2.755
3957;19-01-2023;2.7603
3958;20-01-2023;2.7526
3959;21-01-2023;
3960;22-01-2023;
3961;23-01-2023;2.7538
3962;24-01-2023;2.7532
3963;25-01-2023;2.7516
3964;26-01-2023;2.7533
3965;27-01-2023;2.7533
3966;28-01-2023;
3967;29-01-2023;
3968;30-01-2023;2.7533
3969;31-01-2023;2.7665
3970;01-02-2023;2.7655
3971;02-02-2023;2.7708
3972;03-02-2023;2.7795
3973;04-02-2023;
3974;05-02-2023;
3975;06-02-2023;2.772
3976;07-02-2023;2.7581
3977;08-02-2023;2.7561
3978;09-02-2023;2.7573
3979;10-02-2023;2.7587
3980;11-02-2023;
3981;12-02-2023;
3982;13-02-2023;2.7493
3983;14-02-2023;2.7411
3984;15-02-2023;2.7461
3985;16-02-2023;2.7363
3986;17-02-2023;2.7313
3987;18-02-2023;
3988;19-02-2023;
3989;20-02-2023;2.7221
3990;21-02-2023;2.7318
3991;22-02-2023;2.726
3992;23-02-2023;2.7184
3993;24-02-2023;2.7194
3994;25-02-2023;
3995;26-02-2023;
3996;27-02-2023;2.7026
3997;28-02-2023;2.6951
3998;01-03-2023;2.7036
3999;02-03-2023;2.7262
4000;03-03-2023;2.7179
4001;04-03-2023;
4002;05-03-2023;
4003;06-03-2023;2.7169
4004;07-03-2023;2.711
4005;08-03-2023;2.7099
4006;09-03-2023;2.6997
4007;10-03-2023;2.7021
4008;11-03-2023;
4009;12-03-2023;
4010;13-03-2023;2.7062
4011;14-03-2023;2.7351
4012;15-03-2023;2.7411
4013;16-03-2023;2.7326
4014;17-03-2023;2.7348
4015;18-03-2023;
4016;19-03-2023;
4017;20-03-2023;2.7427
4018;21-03-2023;2.7426
4019;22-03-2023;2.7489
4020;23-03-2023;2.746
4021;24-03-2023;2.7706
4022;25-03-2023;
4023;26-03-2023;
4024;27-03-2023;2.7562
4025;28-03-2023;2.7552
4026;29-03-2023;2.7571
4027;30-03-2023;2.7588
4028;31-03-2023;2.7674
4029;01-04-2023;
4030;02-04-2023;
4031;03-04-2023;2.7716
4032;04-04-2023;2.7689
4033;05-04-2023;2.7745
4034;06-04-2023;2.779
4035;07-04-2023;2.7814
4036;08-04-2023;
4037;09-04-2023;
4038;10-04-2023;2.7834
4039;11-04-2023;2.7826
4040;12-04-2023;2.7819
4041;13-04-2023;2.7864
4042;14-04-2023;2.7922
4043;15-04-2023;
4044;16-04-2023;
4045;17-04-2023;2.8073
4046;18-04-2023;2.8016
4047;19-04-2023;2.802
4048;20-04-2023;2.7948
4049;21-04-2023;
4050;22-04-2023;
4051;23-04-2023;
4052;24-04-2023;2.7948
4053;25-04-2023;2.7954
4054;26-04-2023;2.7878
4055;27-04-2023;2.7873
4056;28-04-2023;2.7886
4057;29-04-2023;
4058;30-04-2023;
4059;01-05-2023;
4060;02-05-2023;2.7913
4061;03-05-2023;2.7969
4062;04-05-2023;2.7983
4063;05-05-2023;2.7997
4064;06-05-2023;
4065;07-05-2023;
4066;08-05-2023;2.8025
4067;09-05-2023;2.801
4068;10-05-2023;2.7993
4069;11-05-2023;2.8015
4070;12-05-2023;2.8007
4071;13-05-2023;
4072;14-05-2023;
4073;15-05-2023;2.7994
4074;16-05-2023;2.8091
4075;17-05-2023;2.8097
4076;18-05-2023;2.8044
4077;19-05-2023;
4078;20-05-2023;
4079;21-05-2023;
4080;22-05-2023;2.7963
4081;23-05-2023;2.8019
4082;24-05-2023;2.7957
4083;25-05-2023;2.8019
4084;26-05-2023;2.7992
4085;27-05-2023;
4086;28-05-2023;
4087;29-05-2023;2.8118
4088;30-05-2023;2.8172
4089;31-05-2023;2.8508
4090;01-06-2023;2.8911
4091;02-06-2023;2.9013
4092;03-06-2023;
4093;04-06-2023;
4094;05-06-2023;2.9337
4095;06-06-2023;2.9541
4096;07-06-2023;2.9976
4097;08-06-2023;3.2151
4098;09-06-2023;3.2523
4099;10-06-2023;
4100;11-06-2023;
4101;12-06-2023;3.2695
4102;13-06-2023;3.2875
4103;14-06-2023;3.2862
4104;15-06-2023;3.2773
4105;16-06-2023;3.2846
4106;17-06-2023;
4107;18-06-2023;
4108;19-06-2023;3.3029
4109;20-06-2023;3.2838
4110;21-06-2023;3.2676
4111;22-06-2023;3.2563
4112;23-06-2023;3.2721
4113;24-06-2023;
4114;25-06-2023;
4115;26-06-2023;3.4973
4116;27-06-2023;3.5499
4117;28-06-2023;
4118;29-06-2023;
4119;30-06-2023;
4120;01-07-2023;
4121;02-07-2023;
4122;03-07-2023;3.5499
4123;04-07-2023;3.5711
4124;05-07-2023;3.5826
4125;06-07-2023;3.5762
4126;07-07-2023;3.5762
4127;08-07-2023;
4128;09-07-2023;
4129;10-07-2023;3.5773
4130;11-07-2023;3.581
4131;12-07-2023;3.6002
4132;13-07-2023;3.6105
4133;14-07-2023;3.626
4134;15-07-2023;
4135;16-07-2023;
4136;17-07-2023;3.6429
4137;18-07-2023;3.6391
4138;19-07-2023;3.7181
4139;20-07-2023;3.7053
4140;21-07-2023;3.7254
4141;22-07-2023;
4142;23-07-2023;
4143;24-07-2023;3.7261
4144;25-07-2023;3.7201
4145;26-07-2023;3.7488
